verb,uri,controller,method,api_line,authorization,how,menu_id,menu,confidence
GET,"/agents",Agentic\AgentController,index,1377,AUTH-ONLY,"no role check found",,"",0
POST,"/agents",Agentic\AgentController,store,1378,AUTH-ONLY,"no role check found",,"",0
GET,"/agents/meta",Agentic\AgentController,meta,1376,AUTH-ONLY,"no role check found",,"",0
GET,"/agents/{id}",Agentic\AgentController,show,1390,AUTH-ONLY,"no role check found",,"",0
PUT,"/agents/{id}",Agentic\AgentController,update,1391,AUTH-ONLY,"no role check found",,"",0
DELETE,"/agents/{id}",Agentic\AgentController,destroy,1392,AUTH-ONLY,"no role check found",,"",0
POST,"/agents/{id}/clone",Agentic\AgentController,clone,1379,AUTH-ONLY,"no role check found",,"",0
PATCH,"/agents/{id}/status",Agentic\AgentController,setStatus,1380,AUTH-ONLY,"no role check found",217,"Status Management",1
GET,"/analytics/dashboard",Agentic\AnalyticsController,dashboard,1410,AUTH-ONLY,"no role check found",161,"Organization Dashboard",1
GET,"/analytics/overview",Agentic\AnalyticsController,overview,1411,AUTH-ONLY,"no role check found",184,"Employee Directory Analytics Report",1
GET,"/agents/{id}/config",Agentic\ConfigController,show,1385,AUTH-ONLY,"no role check found",,"",0
POST,"/agents/{id}/config",Agentic\ConfigController,update,1386,AUTH-ONLY,"no role check found",,"",0
PUT,"/agents/{id}/config",Agentic\ConfigController,update,1387,AUTH-ONLY,"no role check found",,"",0
DELETE,"/agents/{id}/config",Agentic\ConfigController,destroy,1388,AUTH-ONLY,"no role check found",,"",0
GET,"/reflection",Agentic\ReflectionController,index,1432,AUTH-ONLY,"no role check found",193,"Reflection",1
POST,"/reflection/analyse",Agentic\ReflectionController,analyse,1433,AUTH-ONLY,"no role check found",193,"Reflection",1
PUT,"/reflection/optimizations/{id}",Agentic\ReflectionController,updateOptimization,1434,AUTH-ONLY,"no role check found",193,"Reflection",1
POST,"/agents/{id}/run",Agentic\RunController,start,1381,AUTH-ONLY,"no role check found",,"",0
GET,"/runs",Agentic\RunController,index,1395,AUTH-ONLY,"no role check found",,"",0
GET,"/runs/{id}",Agentic\RunController,show,1399,AUTH-ONLY,"no role check found",,"",0
PUT,"/runs/{id}",Agentic\RunController,update,1400,AUTH-ONLY,"no role check found",,"",0
DELETE,"/runs/{id}",Agentic\RunController,destroy,1401,AUTH-ONLY,"no role check found",,"",0
POST,"/runs/{id}/cancel",Agentic\RunController,cancel,1398,AUTH-ONLY,"no role check found",,"",0
POST,"/runs/{id}/tasks",Agentic\RunController,addTask,1397,AUTH-ONLY,"no role check found",211,"My Tasks",1
GET,"/runs/{id}/trace",Agentic\RunController,trace,1396,AUTH-ONLY,"no role check found",,"",0
GET,"/tools",Agentic\ToolController,catalogue,1404,AUTH-ONLY,"no role check found",9,"Communication Tools",1
GET,"/tools/invocations",Agentic\ToolController,invocations,1405,AUTH-ONLY,"no role check found",9,"Communication Tools",1
GET,"/tools/invocations/{id}",Agentic\ToolController,showInvocation,1406,AUTH-ONLY,"no role check found",9,"Communication Tools",1
POST,"/tools/{tool}/invoke",Agentic\ToolController,invoke,1407,AUTH-ONLY,"no role check found",9,"Communication Tools",1
GET,"/messages",Agentic\WorkflowController,messages,1428,AUTH-ONLY,"no role check found",,"",0
POST,"/messages",Agentic\WorkflowController,storeMessage,1429,AUTH-ONLY,"no role check found",,"",0
GET,"/workflow-runs/{id}",Agentic\WorkflowController,showRun,1424,AUTH-ONLY,"no role check found",,"",0
PUT,"/workflow-runs/{id}/steps/{stepRunId}",Agentic\WorkflowController,updateStepRun,1425,AUTH-ONLY,"no role check found",,"",0
GET,"/workflows",Agentic\WorkflowController,index,1414,AUTH-ONLY,"no role check found",,"",0
POST,"/workflows",Agentic\WorkflowController,store,1415,AUTH-ONLY,"no role check found",,"",0
GET,"/workflows/{id}",Agentic\WorkflowController,show,1420,AUTH-ONLY,"no role check found",,"",0
PUT,"/workflows/{id}",Agentic\WorkflowController,update,1421,AUTH-ONLY,"no role check found",,"",0
DELETE,"/workflows/{id}",Agentic\WorkflowController,destroy,1422,AUTH-ONLY,"no role check found",,"",0
POST,"/workflows/{id}/run",Agentic\WorkflowController,run,1419,AUTH-ONLY,"no role check found",,"",0
POST,"/workflows/{id}/steps",Agentic\WorkflowController,addStep,1416,AUTH-ONLY,"no role check found",,"",0
PUT,"/workflows/{id}/steps/{stepId}",Agentic\WorkflowController,updateStep,1417,AUTH-ONLY,"no role check found",,"",0
DELETE,"/workflows/{id}/steps/{stepId}",Agentic\WorkflowController,deleteStep,1418,AUTH-ONLY,"no role check found",,"",0
GET,"/lms/ai/outlines",Api\AiCourseController,outlines,752,AUTH-ONLY,"no role check found",,"",0
GET,"/lms/ai/presentation/{generationId}",Api\AiCourseController,generationStatus,755,AUTH-ONLY,"no role check found",,"",0
GET,"/lms/ai/status",Api\AiCourseController,status,750,AUTH-ONLY,"no role check found",217,"Status Management",1
GET,"/competency-dashboard",Api\CompetencyDashboardController,index,236,AUTH-ONLY,"token required, no role check",161,"Organization Dashboard",1
GET,"/excel-agent/credentials",Api\ExcelAutomationAgentController,credentialStatus,984,AUTH-ONLY,"no role check found",188,"Agent Dashboard",1
POST,"/excel-agent/credentials",Api\ExcelAutomationAgentController,saveCredentials,985,AUTH-ONLY,"no role check found",188,"Agent Dashboard",1
GET,"/excel-agent/template",Api\ExcelAutomationAgentController,downloadTemplate,990,AUTH-ONLY,"no role check found",10,"Template Management",1
POST,"/excel-agent/test-connection",Api\ExcelAutomationAgentController,testConnection,986,AUTH-ONLY,"no role check found",188,"Agent Dashboard",1
POST,"/excel-agent/upload",Api\ExcelAutomationAgentController,upload,987,AUTH-ONLY,"no role check found",188,"Agent Dashboard",1
GET,"gamma-api/sub-institute/{subInstituteId}",Api\GammaApiController,getBySubInstituteId,770,AUTH-ONLY,"no role check found",,"",0
GET,"/industries",Api\IndustryController,index,235,AUTH-ONLY,"no role check found",,"",0
GET,"/industry/{id}/departments",Api\IndustryController,departments,234,AUTH-ONLY,"no role check found",,"",0
GET,"/lms/assessments",Api\LmsAssessmentController,index,683,AUTH-ONLY,"no role check found",155,"Assessments",1
GET,"/lms/assessments/questions",Api\LmsAssessmentController,questions,682,AUTH-ONLY,"no role check found",155,"Assessments",1
GET,"/lms/courses",Api\LmsCourseController,index,691,AUTH-ONLY,"no role check found",,"",0
POST,"/lms/courses",Api\LmsCourseController,store,692,AUTH-ONLY,"no role check found",,"",0
POST,"/lms/courses/bulk",Api\LmsCourseController,bulk,690,AUTH-ONLY,"no role check found",,"",0
GET,"/lms/courses/filters",Api\LmsCourseController,filters,689,AUTH-ONLY,"no role check found",,"",0
GET,"/lms/courses/kpis",Api\LmsCourseController,kpis,688,AUTH-ONLY,"no role check found",,"",0
GET,"/lms/courses/{id}",Api\LmsCourseController,show,693,AUTH-ONLY,"no role check found",,"",0
PUT,"/lms/courses/{id}",Api\LmsCourseController,update,694,AUTH-ONLY,"no role check found",,"",0
DELETE,"/lms/courses/{id}",Api\LmsCourseController,destroy,695,AUTH-ONLY,"no role check found",,"",0
GET,"/lms/governance/system-health",Api\LmsGovernanceController,systemHealth,642,AUTH-ONLY,"no role check found",85,"Administration & Governance",1
GET,"/lms/learning/assessments",Api\LmsLearningController,assessments,706,AUTH-ONLY,"no role check found",155,"Assessments",1
POST,"/lms/learning/certificates",Api\LmsLearningController,issueCertificate,719,AUTH-ONLY,"no role check found",74,"Learning",1
GET,"/lms/learning/certificates/verify/{code}",Api\LmsLearningController,verifyCertificate,723,AUTH-ONLY,"no role check found",74,"Learning",1
GET,"/lms/learning/courses",Api\LmsLearningController,courses,705,AUTH-ONLY,"no role check found",74,"Learning",1
GET,"/lms/learning/courses/{courseId}",Api\LmsLearningController,course,732,AUTH-ONLY,"no role check found",74,"Learning",1
GET,"/lms/learning/discussions",Api\LmsLearningController,discussions,728,AUTH-ONLY,"no role check found",74,"Learning",1
POST,"/lms/learning/discussions",Api\LmsLearningController,storeDiscussion,729,AUTH-ONLY,"no role check found",74,"Learning",1
DELETE,"/lms/learning/discussions/{id}",Api\LmsLearningController,destroyDiscussion,731,AUTH-ONLY,"no role check found",74,"Learning",1
POST,"/lms/learning/discussions/{id}/replies",Api\LmsLearningController,replyToDiscussion,730,AUTH-ONLY,"no role check found",74,"Learning",1
GET,"/lms/learning/notes",Api\LmsLearningController,notes,708,AUTH-ONLY,"no role check found",74,"Learning",1
POST,"/lms/learning/notes",Api\LmsLearningController,storeNote,709,AUTH-ONLY,"no role check found",74,"Learning",1
PUT,"/lms/learning/notes/{id}",Api\LmsLearningController,updateNote,710,AUTH-ONLY,"no role check found",74,"Learning",1
DELETE,"/lms/learning/notes/{id}",Api\LmsLearningController,destroyNote,711,AUTH-ONLY,"no role check found",74,"Learning",1
POST,"/lms/learning/progress",Api\LmsLearningController,saveProgress,707,AUTH-ONLY,"no role check found",18,"Task Assignment & Progress",1
GET,"/verify/certificate/{code}",Api\LmsLearningController,verifyCertificate,727,AUTH-ONLY,"no role check found",110,"Salary Certificate",1
GET,"/lms/governance/integrations",Api\LmsPartnerController,integrations,670,AUTH-ONLY,"no role check found",85,"Administration & Governance",1
GET,"/lms/governance/trainers",Api\LmsPartnerController,trainers,660,AUTH-ONLY,"no role check found",85,"Administration & Governance",1
GET,"/lms/governance/vendors",Api\LmsPartnerController,vendors,665,AUTH-ONLY,"no role check found",85,"Administration & Governance",1
GET,"/lms/sessions",Api\LmsSessionController,index,742,AUTH-ONLY,"no role check found",82,"Sessions & Calendar",1
GET,"/lms/sessions/stats",Api\LmsSessionController,stats,740,AUTH-ONLY,"no role check found",82,"Sessions & Calendar",1
GET,"/lms/sessions/{id}/attendees",Api\LmsSessionController,attendees,744,AUTH-ONLY,"no role check found",82,"Sessions & Calendar",1
GET,"/skill-development/achievements",Api\SkillDevelopmentController,getUserAchievements,240,AUTH-ONLY,"no role check found",26,"Skill Gap Analysis",1
GET,"/skill-development/calendar",Api\SkillDevelopmentController,getLearningCalendar,242,AUTH-ONLY,"no role check found",26,"Skill Gap Analysis",1
GET,"/skill-development/peer-comparison",Api\SkillDevelopmentController,getPeerComparison,241,AUTH-ONLY,"no role check found",26,"Skill Gap Analysis",1
GET,"/skill-development/progress",Api\SkillDevelopmentController,getSkillProgress,237,AUTH-ONLY,"no role check found",18,"Task Assignment & Progress",1
GET,"/skill-development/recent-activity",Api\SkillDevelopmentController,getRecentActivity,243,AUTH-ONLY,"no role check found",26,"Skill Gap Analysis",1
GET,"/skill-development/streak",Api\SkillDevelopmentController,getLearningStreak,238,AUTH-ONLY,"no role check found",26,"Skill Gap Analysis",1
GET,"/skill-development/weekly-goal",Api\SkillDevelopmentController,getWeeklyLearningGoal,239,AUTH-ONLY,"no role check found",26,"Skill Gap Analysis",1
GET,"/",Api\SkillHeatmapController,heatmap,976,AUTH-ONLY,"token required, no role check",,"",0
GET,"/drill",Api\SkillHeatmapController,drill,979,AUTH-ONLY,"token required, no role check",,"",0
GET,"/user-rejected-tasks",Api\SkillMatchingController,getUserRejectedTasks,852,AUTH-ONLY,"token required, no role check",8,"User Management",1
GET,"/user-rejected-tasks-courses",Api\SkillMatchingController,getCoursesForUserRejectedTasksSkills,853,AUTH-ONLY,"token required, no role check",8,"User Management",1
POST,"/employee/course-suggestions",Api\SuggestedCourseController,store,855,AUTH-ONLY,"token required, no role check",21,"Suggestion for employee",1
GET,"/talent/dashboard",Api\TalentDashboardController,index,1152,AUTH-ONLY,"no role check found",46,"Talent Dashboard",2
GET,"/talent/dashboard/filters",Api\TalentDashboardController,filters,1153,AUTH-ONLY,"no role check found",46,"Talent Dashboard",2
GET,"/tasks/counts",Api\TaskController,getTaskCounts,858,AUTH-ONLY,"no role check found",211,"My Tasks",1
GET,"/tasks/daily",Api\TaskController,getDailyTasks,859,AUTH-ONLY,"no role check found",211,"My Tasks",1
GET,"/tasks/monthly",Api\TaskController,getMonthlyTasks,861,AUTH-ONLY,"no role check found",140,"Monthly Payroll Report",1
GET,"/tasks/weekly",Api\TaskController,getWeeklyTasks,860,AUTH-ONLY,"no role check found",211,"My Tasks",1
POST,"/import-users",Api\UserImportController,importUsers,983,AUTH-ONLY,"no role check found",,"",0
POST,"/user-journey-logs",Api\UserJourneyLogController,store,959,AUTH-ONLY,"no role check found",8,"User Management",1
POST,"/user-journey-logs/bulk",Api\UserJourneyLogController,storeBulk,960,AUTH-ONLY,"no role check found",8,"User Management",1
GET,"/department/{id}/jobroles",Api\jobrolecontroller,getJobRolesByDepartment,233,AUTH-ONLY,"no role check found",13,"Department Management",1
GET,"jobrole/{id}/skills",Api\jobrolecontroller,skills,232,AUTH-ONLY,"no role check found",17,"Search Employees by Skills",1
GET,"skills/search",Api\jobrolecontroller,searchskills,231,AUTH-ONLY,"no role check found",17,"Search Employees by Skills",2
GET,"/kpi",Attendance\AttendanceDashboardApiController,kpi,598,AUTH-ONLY,"no role check found",,"",0
GET,"/weekly-summary",Attendance\AttendanceDashboardApiController,weeklySummary,597,AUTH-ONLY,"no role check found",,"",0
GET,"/employees",Attendance\AttendanceReportApiController,employees,594,AUTH-ONLY,"no role check found",17,"Search Employees by Skills",1
GET,"/report-filters",Attendance\AttendanceReportApiController,filters,593,AUTH-ONLY,"no role check found",162,"Attendance Report",1
GET,"/my-attendance",Attendance\AttendanceTrackingApiController,myAttendance,588,AUTH-ONLY,"no role check found",93,"Attendance Management",1
POST,"/punch-in",Attendance\AttendanceTrackingApiController,punchIn,589,AUTH-ONLY,"no role check found",,"",0
POST,"/punch-out",Attendance\AttendanceTrackingApiController,punchOut,590,AUTH-ONLY,"no role check found",,"",0
GET,"/career-journey",CareerJourneyController,getCareerJourney,1004,AUTH-ONLY,"token required, no role check",157,"Development & Career Paths",1
GET,"/competency/alignment",CompetencyDashboard\CompetencyDashboardController,getAlignment,251,AUTH-ONLY,"token required, no role check",2,"Competency Management",1
GET,"/competency/coverage-scorecards",CompetencyDashboard\CompetencyDashboardController,getCoverageScorecards,248,AUTH-ONLY,"token required, no role check",2,"Competency Management",1
GET,"/competency/health-radar",CompetencyDashboard\CompetencyDashboardController,getHealthRadar,249,AUTH-ONLY,"token required, no role check",2,"Competency Management",1
GET,"/competency/kpi",CompetencyDashboard\CompetencyDashboardController,getKPI,246,AUTH-ONLY,"token required, no role check",2,"Competency Management",1
GET,"/competency/role-similarity",CompetencyDashboard\CompetencyDashboardController,getRoleSimilarity,247,AUTH-ONLY,"token required, no role check",154,"Framework & Role Mapping",2
GET,"/competency/skills-management-funnel",CompetencyDashboard\CompetencyDashboardController,getSkillsManagementFunnel,250,AUTH-ONLY,"token required, no role check",17,"Search Employees by Skills",2
GET,"/competency/workload-heatmap",CompetencyDashboard\CompetencyDashboardController,getWorkloadHeatmap,245,AUTH-ONLY,"token required, no role check",2,"Competency Management",1
GET,"/competency/approvals",Competency\ApprovalController,index,274,AUTH-ONLY,"no role check found",2,"Competency Management",1
POST,"/competency/approvals",Competency\ApprovalController,store,275,AUTH-ONLY,"no role check found",2,"Competency Management",1
POST,"/competency/approvals/bulk-approve",Competency\ApprovalController,bulkApprove,276,AUTH-ONLY,"no role check found",2,"Competency Management",1
GET,"/competency/approvals/for/{type}/{id}",Competency\ApprovalController,forSubject,277,AUTH-ONLY,"no role check found",2,"Competency Management",1
